gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSAPLG00000001610	4249.24622160036	4.0199655868597	0.810479198135915	4.14282615973915e-08	5.742548889707e-05
ENSAPLG00000002252	1426.83812267756	1.96909677998384	0.584250093724576	2.0832242207715e-06	0.00168446038451215
ENSAPLG00000002904	2931.32514975855	1.11742213086381	0.914034881334677	3.78983954834919e-05	0.0167149150625601
ENSAPLG00000005382	233.266807749215	4.0957158408507	0.631146874372759	1.03966283820442e-11	3.36261617303251e-08
ENSAPLG00000006987	256.628508577902	1.99830461495181	0.516008900633286	1.08784368364449e-06	0.000959577023854773
ENSAPLG00000007120	906.456286149097	3.33767490613631	0.723723680626935	1.91877198656004e-07	0.000206864939839911
ENSAPLG00000007508	361.561506996116	3.18278251893592	0.550492535437244	2.12008800971363e-09	4.11424279165028e-06
ENSAPLG00000010171	2774.43871968685	3.11824979737845	0.377807659261699	5.10032615807787e-17	4.94884647118296e-13
ENSAPLG00000010356	1990.30239191661	1.18846595979495	0.957339419435201	3.71315757985238e-05	0.0167149150625601
ENSAPLG00000011142	4800.70459887147	2.80833358527031	1.00938678640195	3.45783581304538e-06	0.00223675872626529
ENSAPLG00000011683	104.468878977461	1.89772717237294	0.641156291352042	3.41020996788131e-06	0.00223675872626529
ENSAPLG00000011810	480.686349100844	3.44903559507154	0.509409973367458	3.13208877749549e-12	1.51953287040194e-08
ENSAPLG00000013187	278.954721395685	2.45240427456575	0.471525635206511	5.58827648892935e-08	6.77788084651018e-05
ENSAPLG00000013226	3017.41081828016	1.301460216353	0.476011786411924	3.89587880690287e-06	0.00236260700396116
ENSAPLG00000013348	206.995532006683	2.1038421253859	0.853460517194427	6.1204304716243e-06	0.00349332569801003
ENSAPLG00000015091	888.012201664282	1.06483475176115	0.90504427040058	4.12895308091977e-05	0.0174187964105063
ENSAPLG00000015955	348.609367648242	1.28820835267497	0.670238434058629	1.1445022945937e-05	0.00616950320246816
ENSAPLG00000015976	377.04731900474	5.21057933285552	0.908263207964095	1.93392054574013e-10	4.69120776382911e-07
ENSAPLG00000022011	53.0887568503644	2.5797105309392	1.58111034542042	1.34294973853009e-05	0.00685823226997761
ENSAPLG00000022262	2277.15134837344	3.31580481192325	1.15140128608704	2.32792270050048e-06	0.00173752568945817
ENSAPLG00000023370	164.606193462173	1.01793107060959	1.0250129875902	6.40643145297464e-05	0.0259006684950887
ENSAPLG00000023763	979.892109924696	1.1104272009823	0.667238055745984	1.5895439773562e-05	0.00771167260614361
ENSAPLG00000025863	184.675007541044	0.616324043973144	0.771702176117602	9.55282229355274e-05	0.0370764138857369
ENSAPLG00000027465	50.8554888191954	3.67272756028707	0.657944335149774	4.03313623916494e-09	6.5222534881029e-06
ENSAPLG00000029084	172.144604436184	2.33408523732285	0.549940566873446	6.0005963512309e-07	0.000582237863959934
