ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSGALG00000000504	26	1539943	1544102	-1
ENSGALG00000045021	2	431018	442278	-1
ENSGALG00000044935	2	417866	419527	1
ENSGALG00000051954	7	35095688	35100528	-1
ENSGALG00000009479	2	22911382	22916121	-1
ENSGALG00000006855	9	12619518	12636112	-1
ENSGALG00000045085	6	20187816	20191669	1
ENSGALG00000006378	6	20166929	20179294	-1
ENSGALG00000013575	2	89717661	89722211	1
ENSGALG00000045511	7	28261411	28270003	1
ENSGALG00000012075	7	28256073	28261454	-1
ENSGALG00000013569	2	89693065	89697358	-1
ENSGALG00000012072	7	28237978	28253588	-1
ENSGALG00000026422	7	28217915	28235171	-1
ENSGALG00000017135	1	180188436	180238997	1
ENSGALG00000017126	1	179883997	179922552	1
ENSGALG00000043909	6	18666888	18670807	1
ENSGALG00000004848	21	6397421	6405423	-1
ENSGALG00000015712	4	83930355	83937106	1
ENSGALG00000013576	4	61619295	61668372	-1
ENSGALG00000021569	21	6079357	6081398	-1
ENSGALG00000029669	21	6076987	6078857	-1
ENSGALG00000013462	2	89303231	89335819	-1
ENSGALG00000016289	3	86843658	87137461	1
ENSGALG00000028357	2	19428947	19462031	-1
ENSGALG00000014659	1	78058485	78065761	-1
ENSGALG00000014603	1	78045961	78055022	1
ENSGALG00000007158	14	9342202	9344743	1
ENSGALG00000013503	4	61340939	61353442	1
ENSGALG00000011220	5	48730241	48739091	-1
ENSGALG00000004009	19	6026937	6029799	-1
ENSGALG00000015422	Z	54043441	54141518	-1
ENSGALG00000007030	14	9114379	9129367	1
ENSGALG00000025743	14	9101306	9114177	-1
ENSGALG00000006982	14	9045104	9069244	1
ENSGALG00000010561	3	32119832	32134369	-1
ENSGALG00000010560	3	32108928	32127395	1
ENSGALG00000029000	12	3640843	3643608	-1
ENSGALG00000013723	12	3635427	3637460	-1
ENSGALG00000045052	1	174520441	174521798	1
ENSGALG00000009639	4	24959132	24997825	-1
ENSGALG00000048091	27	7924157	7931121	1
ENSGALG00000038141	1	51574103	51584520	-1
ENSGALG00000011499	4	49916846	49938073	1
ENSGALG00000011402	7	22491551	22503173	-1
ENSGALG00000005257	8	12271795	12279181	1
ENSGALG00000010303	3	30966869	30977586	1
ENSGALG00000008439	1	11333589	11371413	-1
ENSGALG00000013999	1	77526063	77541005	1
ENSGALG00000012801	2	64889269	64914270	-1
ENSGALG00000006034	19	9974434	10024381	1
ENSGALG00000008040	15	11192649	11209492	1
ENSGALG00000010149	3	30280731	30303453	-1
ENSGALG00000005609	20	8328212	8337556	1
ENSGALG00000017032	1	171829720	171845524	-1
ENSGALG00000009594	9	22591912	22599539	1
ENSGALG00000011190	4	46423727	46424857	-1
ENSGALG00000020193	4	46421939	46423376	-1
ENSGALG00000041400	21	5269524	5273140	-1
ENSGALG00000026152	12	2699650	2704153	-1
ENSGALG00000008021	20	13795918	13801015	-1
ENSGALG00000013642	21	4968293	5020062	-1
ENSGALG00000031872	21	4912755	4915107	1
ENSGALG00000017012	1	170697168	170700171	1
ENSGALG00000017011	1	170690519	170696381	1
ENSGALG00000019094	1	170550122	170564885	1
ENSGALG00000041192	7	21044187	21071090	1
ENSGALG00000003818	13	12072751	12112751	-1
ENSGALG00000007381	5	17253818	17261848	-1
ENSGALG00000004859	20	6715285	6727531	-1
ENSGALG00000016834	1	138951176	139094938	-1
ENSGALG00000053121	19	4963041	4964040	-1
ENSGALG00000028256	Z	8363698	8366694	-1
ENSGALG00000054196	19	4954691	4955870	-1
ENSGALG00000039989	9	20022139	20024015	-1
ENSGALG00000049551	19	4947059	4948277	-1
ENSGALG00000014585	19	4941785	4942879	1
ENSGALG00000010903	4	45493922	45604213	1
ENSGALG00000024470	19	4937405	4939029	1
ENSGALG00000023294	15	9721482	9724691	1
ENSGALG00000029983	2	131756078	131920640	-1
ENSGALG00000039269	18	9489328	9537525	-1
ENSGALG00000006963	18	9480639	9489310	-1
ENSGALG00000009179	9	19447018	19455676	1
ENSGALG00000015778	3	75770652	75790286	1
ENSGALG00000013911	1	71375201	71400743	-1
ENSGALG00000030661	33	6934615	6940207	1
ENSGALG00000014297	5	16053125	16056590	1
ENSGALG00000043036	5	39074525	39084657	1
ENSGALG00000014569	5	15965565	15987045	-1
ENSGALG00000001666	19	3581614	3584062	-1
ENSGALG00000003863	15	5714657	5727150	1
ENSGALG00000008162	1	1655960	1680468	-1
ENSGALG00000012610	Z	41419265	41425489	1
ENSGALG00000045115	30	595215	599886	1
ENSGALG00000001256	11	631380	666403	1
ENSGALG00000001470	10	3071342	3074466	1
ENSGALG00000044155	1	47922457	47927316	-1
ENSGALG00000007418	24	5487325	5489870	-1
ENSGALG00000030571	1	168025737	168042111	-1
ENSGALG00000016964	1	167989491	168020290	-1
ENSGALG00000021399	18	7902891	7923210	-1
ENSGALG00000026970	5	1814210	1815550	1
ENSGALG00000053220	2	130588631	130595013	1
ENSGALG00000016050	1	108342783	108401530	1
ENSGALG00000047617	28	3504947	3508192	1
ENSGALG00000023821	27	7642263	7646075	-1
ENSGALG00000031388	4	69391529	69417940	-1
ENSGALG00000003457	27	7553413	7558599	1
ENSGALG00000006794	13	17625973	17643175	1
ENSGALG00000038540	24	4498522	4569876	-1
ENSGALG00000006785	13	17591206	17597339	-1
ENSGALG00000050352	26	3760561	3763313	-1
