transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	876	1	1	1	0	1	1	1
AFP1_Q6	50	51	52	54	876	0.581158464845395	0.540853014014682	0.614580431501304	-0.882852801949653	1	1	1
AHRARNT_01	503	535	1004	1276	876	0.945710483212978	0.999277916888215	0.999999994914107	-29.7954345920013	1	1	1
AHRARNT_02	526	596	1045	1408	876	0.999797921555154	0.999999564875997	0.999999999999913	-39.5902298005283	1	1	1
AHR_01	659	700	1594	1888	876	0.991958730112234	0.999942803064346	0.99999972390749	-27.4559160237112	1	1	1
AIOLOS_01	2	2	2	2	876	0.687714347008766	0.500227902085444	0.687507199610024	0	1	1	1
ALX4_01	0	1	0	1	876	1	0.841620810695718	1	0	1	1	1
AMYB_01	0	0	0	0	876	1	1	1	0	1	1	1
AP1FJ_Q2	739	740	2043	2065	876	0.55239542057646	0.491997040967917	0.640511293484979	-1.581420191899	1	1	1
AP2ALPHA_03	802	812	12820	14391	876	0.835359421997061	0.998505252581571	1	-30.4206309615548	1	1	1
AP2_Q6	704	730	6929	7491	876	0.95294453317516	0.997485362419943	0.999998747632583	-29.9744554531674	1	1	1
AP4_01	0	0	0	0	876	1	1	1	0	1	1	1
APA1_02	1	0	1	0	876	0.5	0.15893163388081	0.500004670036011	0	1	0.7847249422865	1
AREB6_01	736	724	1873	1924	876	0.240375523623463	0.591877286222394	0.801024958559513	-4.2149430309268	1	1	1
ARNTLBHLHA15_01	1	1	1	1	876	0.750142775556825	0.5003221179773	0.750004799737492	0	1	1	1
ARNTL_01	1	3	2	8	876	0.937714102110727	0.841828154459493	0.989258792989371	-3.08347421659521	1	1	1
AR_02	555	587	1128	1122	876	0.951051456478896	0.674944692887707	0.45817852532668	0.56349679567036	1	1	1
AR_12	0	0	0	0	876	1	1	1	0	1	1	1
ATF3_05	7	1	7	1	876	0.0348441972463135	0.0167862606952676	0.0351580094094459	19.748859383003	0.583904275067012	0.232070054112075	0.366837343460822
ATF4TEF_01	6	16	6	19	876	0.991882102947475	0.984088011321395	0.997961753107214	-10.3658773994867	1	1	1
BACH1_01	195	174	236	216	876	0.12061580411727	0.109349893331605	0.185779391156578	4.84143506517366	1	0.695063115084802	1
BATF3_01	0	0	0	0	876	1	1	1	0	1	1	1
BATFJUN_01	38	32	42	37	876	0.271100519473172	0.228592314395876	0.326508875720763	2.29909865279352	1	1	1
BATF_04	0	0	0	0	876	1	1	1	0	1	1	1
BCL11A_03	36	50	37	66	876	0.951670091817236	0.94006292974831	0.998536228283893	-9.47026051180409	1	1	1
BCL6_02	761	759	2697	2511	876	0.471911154891839	0.00582151713422261	0.00513591501572778	14.9069989251416	1	0.107309965840837	0.0747410790446701
BEN_02	855	857	5901	6382	876	0.684059333705813	0.995793523537775	0.999993630645839	-16.5417864861723	1	1	1
BMAL1_Q6	260	265	327	337	876	0.622815590564255	0.589966038645358	0.665366144582422	-1.57517961396421	1	1	1
BRACH_01	0	0	0	0	876	1	1	1	0	1	1	1
BRN3B_01	5	2	5	2	876	0.226093213365857	0.128102010794934	0.226569736198161	6.24603064769156	1	0.7847249422865	1
BTEB3_Q5	821	819	8599	9546	876	0.461124807303598	0.997918929990722	0.999999999999247	-37.1965254682249	1	1	1
CACCCBINDINGFACTOR_Q6	663	695	2687	3039	876	0.970552973319092	0.996767611291626	0.99999852330421	-26.9731225730551	1	1	1
CARF_01	1	4	1	5	876	0.968928316384756	0.910557681813797	0.984375997222158	-6.00063252461944	1	1	1
CDC5_01	147	151	176	174	876	0.624714000336901	0.576506039743807	0.478758595816405	0.560182461697134	1	1	1
CDPCR3_01	625	627	1395	1412	876	0.563045322369297	0.590031286764002	0.633251574509416	-2.2642330108728	1	1	1
CDP_01	743	750	3426	3193	876	0.704849131057517	0.0201421346159904	0.00214490474181799	12.9773037109944	1	0.269789465869763	0.0329481200618153
CDP_Q6_01	703	678	2236	2102	876	0.0802137847976524	0.0263941785595137	0.0216342892479148	9.89194940339928	0.960618948724486	0.304082932154398	0.239275239081938
CEBPGELF1_01	54	55	57	60	876	0.578355371276184	0.541842171772357	0.644190273980241	-1.61396354230073	1	1	1
CEBPG_Q6	747	737	4495	3960	876	0.275167625184264	0.000426742388501	2.92081950186891e-09	27.933255021017	1	0.0162699865422892	1.61521318453351e-07
CIZ_03	1	0	1	0	876	0.5	0.15893163388081	0.500004670036011	0	1	0.7847249422865	1
CLOCKFIGLA_01	79	100	93	114	876	0.958780927314904	0.948489213338534	0.937009699447923	-8.06254560051217	1	1	1
CLOCKNHLH1_01	25	40	26	43	876	0.978820843615254	0.971322696243441	0.985257586752737	-11.8007266344799	1	1	1
CMYB_01	0	0	0	0	876	1	1	1	0	1	1	1
CMYC_02	424	497	878	1119	876	0.99980182261381	0.999861690267275	0.999999971023508	-17.3532581001267	1	1	1
COE2_02	0	0	0	0	876	1	1	1	0	1	1	1
CP2_01	832	850	5590	5671	876	0.990073038572587	0.701660387556038	0.781121107471649	-3.7000307157131	1	1	1
CPEB1_01	678	606	2232	1747	876	6.17622477232521e-05	8.74066535242682e-07	7.38183439663951e-15	29.9240094178859	0.00683948083672505	9.66717587978406e-05	6.80359070223608e-13
CREB3L1_02	0	0	0	0	876	1	1	1	0	1	1	1
CREBP1_Q2	476	485	810	889	876	0.684409601015837	0.819891067087573	0.973953274385698	-6.78029958256347	1	1	1
CRX_02	398	404	564	578	876	0.631435654401519	0.513305117257747	0.671584911469446	-2.0323184528925	1	1	1
CTCF_04	624	671	2168	2581	876	0.995515561443131	0.999829088135465	0.999999999124355	-34.540524264363	1	1	1
CTCF_06	800	834	4276	4671	876	0.999607140589622	0.997111356992472	0.999986525930136	-17.709404063318	1	1	1
CTF1_01	671	656	1956	2016	876	0.217615845970766	0.57779193915794	0.833845938740214	-3.52741013231319	1	1	1
CTIP2_01	1	2	1	3	876	0.875214163335237	0.71870507392375	0.937502529566541	-3.91688505757664	1	1	1
CUX1HOXA13_01	4	5	4	5	876	0.746657377946642	0.63099086162587	0.74610345484371	-1.8449825218209	1	1	1
CUX1HOXB13_01	17	17	18	17	876	0.568585446481149	0.498738419776113	0.500022202395045	0.907838575283873	1	1	1
CUX1NHLH1_02	0	1	0	1	876	1	0.841620810695718	1	0	1	1	1
CUX1RFX5_01	17	18	18	19	876	0.633360590380011	0.567767946070356	0.628608139556492	-1.10112146907572	1	1	1
CUX1SRF_01	1	0	1	0	876	0.5	0.15893163388081	0.500004670036011	0	1	0.7847249422865	1
CUX1_06	3	5	5	7	876	0.856031732632414	0.76068961269588	0.806162126079192	-1.8449825218209	1	1	1
CUX2_02	0	0	0	0	876	1	1	1	0	1	1	1
DEAF1_02	26	27	27	32	876	0.60971685961994	0.560412963208846	0.78252830062195	-3.88049649285565	1	1	1
DEC_Q1	685	702	1664	1823	876	0.855181388464656	0.981258224718443	0.996665617050482	-7.95259299729616	1	1	1
DLX3_01	619	563	1966	1732	876	0.00250717384762128	0.000946833153695201	6.2571224394146e-05	20.3849344848483	0.106651318287274	0.0275578281049182	0.00164770890904585
DMRT2_01	40	29	44	31	876	0.109542744403048	0.0876210110534136	0.0827222022866174	8.37202638054142	1	0.634638056561877	0.641592551830865
DRRS_02	31	49	31	52	876	0.985456917609691	0.980851014530986	0.992386768008853	-8.72517652971814	1	1	1
E2F1EOMES_02	14	33	14	34	876	0.998642966267379	0.997531235816499	0.998956301052884	-15.8868684248094	1	1	1
E2F1HES7_02	10	24	12	24	876	0.99580033392932	0.992124074131484	0.985594418646018	-10.9803148744741	1	1	1
E2F1NHLH1_01	10	8	10	8	876	0.406784765182658	0.317949895442934	0.407279867307382	3.50024497066534	1	1	1
E2F2_05	0	0	0	0	876	1	1	1	0	1	1	1
E2F3DRGX_01	29	17	29	19	876	0.0496341437535903	0.0373420390659603	0.0967146567782526	7.57475410350157	0.686192037393387	0.382410140805112	0.694767483045807
E2F3FOXI1_01	26	54	27	56	876	0.999598974069907	0.999320784381464	0.999561467677187	-14.524154447931	1	1	1
E2F3ONECUT2_01	0	0	0	0	876	1	1	1	0	1	1	1
E2F7_01	0	0	0	0	876	1	1	1	0	1	1	1
E2F_01	817	820	3948	3734	876	0.650129506735428	0.00292974936708807	0.00745887911520818	13.679127262343	1	0.0648060559999882	0.103119003767753
E4BP4_01	27	24	28	28	876	0.388278690735317	0.338473979524905	0.553101983715293	0.680980204644465	1	1	1
EGR3_05	0	0	0	0	876	1	1	1	0	1	1	1
EGR4_02	0	0	0	0	876	1	1	1	0	1	1	1
EGR_Q6	506	570	2282	2499	876	0.999293000974168	0.998092474673021	0.999205343082677	-21.9175453828249	1	1	1
ELK1FOXI1_01	1	1	1	1	876	0.750142775556825	0.5003221179773	0.750004799737492	0	1	1	1
ELK1HOXA3_01	23	22	23	22	876	0.5	0.440063639448316	0.500025135298898	1.0000800810446	1	1	1
ELK1PAX9_01	0	0	0	0	876	1	1	1	0	1	1	1
ELK1SREBF2_02	1	4	1	4	876	0.968928316384756	0.91047517999364	0.968751621508435	-6.06279416266432	1	1	1
ERBETA_Q5	639	663	1371	1679	876	0.914220304655937	0.99624721455724	0.999999989569461	-26.971521616724	1	1	1
ERFCLOCK_01	24	16	24	18	876	0.131325273507983	0.101992993787716	0.220415057731857	6.13806369577359	1	0.684835369436355	1
ERFMAX_01	1	1	1	1	876	0.750142775556825	0.5003221179773	0.750004799737492	0	1	1	1
ERFONECUT2_01	2	0	2	0	876	0.249857224443176	0.0787088284092218	0.250004540334531	0	1	0.596246330278078	1
ERFSREBF2_02	1	1	1	1	876	0.750142775556825	0.5003221179773	0.750004799737492	0	1	1	1
ESRRG_02	0	0	0	0	876	1	1	1	0	1	1	1
ETS1_03	0	0	0	0	876	1	1	1	0	1	1	1
ETV2ONECUT2_01	0	3	0	3	876	1	0.958514362136887	1	0	1	1	1
ETV2RFX5_02	0	0	0	0	876	1	1	1	0	1	1	1
ETV2SPDEF_01	0	2	0	2	876	1	0.921528037414693	1	0	1	1	1
ETV2TBX21_03	3	2	3	2	876	0.5	0.327360212095827	0.500008756326608	3.31736551768697	1	1	1
ETV2TCF3_01	51	66	55	68	876	0.937298859348147	0.921061249013319	0.896702326013294	-6.47688282640917	1	1	1
ETV5EOMES_01	120	157	142	184	876	0.993633635654542	0.991940082690334	0.991455335760578	-15.8891063672547	1	1	1
ETV5HES7_01	443	482	1177	1494	876	0.972222901852993	0.997166860706282	0.999999999647373	-32.9504032180418	1	1	1
ETV6_01	2	12	2	13	876	0.999118947425462	0.99635722466347	0.999511798554554	-11.4535287018321	1	1	1
ETV7TBX21_01	5	11	5	11	876	0.962259167867996	0.9340630217292	0.961597345624809	-8.32429297128761	1	1	1
EVI1_01	25	19	63	23	876	0.222789641880642	0.178564541986674	9.38109883293462e-06	17.4477641402815	1	0.858662536683744	0.000305161626741932
EVI1_03	63	43	84	47	876	0.0282322733284161	0.0217471894633247	0.000779085300524873	15.5152624538852	0.503627327439165	0.272754310697978	0.0130555809451592
EVI1_09	0	1	0	2	876	1	0.841620810695718	1	0	1	1	1
EVX2_03	753	731	4689	4201	876	0.0816439251176327	0.000821311876179128	1.12495973600704e-07	21.1105927010266	0.960618948724486	0.0252325259737254	5.1841894500991e-06
EVX2_04	13	17	13	20	876	0.821290776707542	0.771808857353594	0.918632073178847	-4.29620671775565	1	1	1
FKHL14_Q2	248	207	344	304	876	0.0146165225466739	0.0138607291784839	0.0627180482900766	9.82488611761078	0.351432042100465	0.201710085150042	0.550525090546228
FLI1CEBPB_01	0	0	0	0	876	1	1	1	0	1	1	1
FOXC1_Q4	660	586	2275	1766	876	5.83543437367169e-05	3.73850605570459e-07	5.75690560440588e-16	32.5604618638509	0.00683948083672505	5.16848462201159e-05	7.95892199809113e-14
FOXD2_04	0	0	0	0	876	1	1	1	0	1	1	1
FOXG1_01	0	0	0	0	876	1	1	1	0	1	1	1
FOXG1_02	0	0	0	0	876	1	1	1	0	1	1	1
FOXI1_03	0	0	0	0	876	1	1	1	0	1	1	1
FOXJ2_02	666	574	3057	2370	876	8.35573181361293e-07	3.74379570536868e-09	4.96504919970233e-21	44.2492273780609	0.000462071969292795	2.07031902506888e-06	1.63508887332392e-18
