transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	876	1	1	1	0	1	1	1
AFP1_Q6	50	51	52	54	876	0.5	0.459239826123901	0.461303243005423	-0.882852801949653	1	1	1
AHRARNT_01	503	535	1004	1276	876	0.0658619202827291	0.00072232999506497	6.51083106501378e-09	-29.7954345920013	0.534633009482839	0.0159338624290683	1.56543025171853e-07
AHRARNT_02	526	596	1045	1408	876	0.000293493338990098	4.3534212181901e-07	1.1745222552262e-13	-39.5902298005283	0.040575454115381	3.43920276237018e-05	4.65627830025255e-12
AHR_01	659	700	1594	1888	876	0.0109454961113922	5.72194778113453e-05	3.29202400322977e-07	-27.4559160237112	0.216173548199996	0.00243402855612876	6.27754921995193e-06
AIOLOS_01	2	2	2	2	876	0.687714347008766	0.500227902085444	0.687493189494721	0	1	1	1
ALX4_01	0	1	0	1	876	0.5	0.15893163388081	0.499995329963989	0	1	0.581413423876029	1
AMYB_01	0	0	0	0	876	1	1	1	0	1	1	1
AP1FJ_Q2	739	740	2043	2065	876	0.5	0.508041245528294	0.371233345718254	-1.581420191899	1	1	1
AP2ALPHA_03	802	812	12820	14391	876	0.212418212792098	0.0014952078155008	4.41883890807962e-22	-30.4206309615548	0.889903573288106	0.0275616640657315	4.88723583233606e-20
AP2_Q6	704	730	6929	7491	876	0.0605728805180461	0.00251537791096067	1.35923237012619e-06	-29.9744554531674	0.521880326254058	0.0375947022908446	2.42469516348316e-05
AP4_01	0	0	0	0	876	1	1	1	0	1	1	1
APA1_02	1	0	1	0	876	1	0.841620810695718	1	0	1	1	1
AREB6_01	736	724	1873	1924	876	0.797669856659513	0.408160063285838	0.208166916496245	-4.2149430309268	1	1	0.762359634585585
ARNTLBHLHA15_01	1	1	1	1	876	0.750142775556824	0.5003221179773	0.749995459665469	0	1	1	1
ARNTL_01	1	3	2	8	876	0.312285652991234	0.158447909694531	0.0546837604127919	-3.08347421659521	1	0.581413423876029	0.305455752608828
AR_02	555	587	1128	1122	876	0.0599979985605789	0.325090648093581	0.558517060533175	0.56349679567036	0.521880326254058	0.907955193917932	1
AR_12	0	0	0	0	876	1	1	1	0	1	1	1
ATF3_05	7	1	7	1	876	0.996155946755485	0.983247442894064	0.996093514870107	19.748859383003	1	1	1
ATF4TEF_01	6	16	6	19	876	0.0255100412748627	0.0159315080963856	0.00731540019185296	-10.3658773994867	0.381727779614118	0.163150444024097	0.0569776944520379
BACH1_01	195	174	236	216	876	0.901328546707491	0.89067503564199	0.838342652985397	4.84143506517366	1	1	1
BATF3_01	0	0	0	0	876	1	1	1	0	1	1	1
