transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	183	1	1	1	0	1	1	1
AFP1_Q6	15	12	18	12	183	0.7878489572438	0.734419852438367	0.89976419262807	5.43320170420027	1	1	1
AHRARNT_01	96	121	181	279	183	0.00527676099179359	0.000657240264257378	2.79373292777389e-06	-22.9049422870938	0.911351260576108	0.0908634665335825	0.000167732860461774
AHRARNT_02	101	124	177	297	183	0.00899025932456792	3.83203606126822e-05	1.92654320252022e-08	-27.9919520773795	0.911351260576108	0.0105955797094066	2.13075678198737e-06
AHR_01	137	159	326	455	183	0.0025045451815404	2.67890609314329e-05	2.1689389906529e-06	-24.1653148215575	0.911351260576108	0.0105955797094066	0.000149927907728882
AIOLOS_01	1	1	1	1	183	0.750684931506849	0.501543613737692	0.750000620965278	0	1	1	1
ALX4_01	0	0	0	0	183	1	1	1	0	1	1	1
AMYB_01	0	0	0	0	183	1	1	1	0	1	1	1
AP1FJ_Q2	158	158	427	508	183	0.560409299449401	0.131656856280973	0.00438762127488555	-11.2558789128031	1	0.762668572264118	0.0933213294235273
AP2ALPHA_03	169	171	2466	3083	183	0.419605394133924	0.0250664861391988	3.86441817961706e-17	-25.6812959483231	1	0.574664339260014	7.12341084442744e-15
AP2_Q6	151	164	1444	1589	183	0.0346605816458311	0.0200815174358398	0.00433180865803542	-13.3719211086051	1	0.574664339260014	0.0933213294235273
AP4_01	0	0	0	0	183	1	1	1	0	1	1	1
APA1_02	1	0	1	0	183	1	0.842663377793175	1	0	1	1	1
AREB6_01	157	156	407	423	183	0.616670018328828	0.536473724844091	0.301128676299583	-2.46105774563439	1	1	1
ARNTLBHLHA15_01	1	0	1	0	183	1	0.842663377793175	1	0	1	1	1
ARNTL_01	0	1	0	2	183	0.5	0.159981110999345	0.249999379034722	0	1	0.762668572264118	1
AR_02	125	125	248	221	183	0.54470725417281	0.849914191412048	0.902137525668368	9.13177282161793	1	1	1
AR_12	0	0	0	0	183	1	1	1	0	1	1	1
ATF3_05	0	0	0	0	183	1	1	1	0	1	1	1
