gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSGALG00000000154	81.6820437241101	0.704884800000665	0.40738498581037	0.000212076562059841	0.013829392841605
ENSGALG00000000241	181.031989383627	0.614365339609489	0.443015771231443	0.000595687719923123	0.0285754903292533
ENSGALG00000000251	107.921960888302	2.35011553339591	0.539754460285666	5.18427611429614e-07	0.000186753052408064
ENSGALG00000000466	71.3617210651038	2.39857337466705	0.480622314133582	3.4234521317091e-08	2.18490668875469e-05
ENSGALG00000000529	183.855667652466	1.28916472792708	0.364356756204831	9.65236890369747e-06	0.00141687123137375
ENSGALG00000000544	65.8030618202628	1.97104034227479	0.413644072402698	2.4095989609852e-07	0.000107183342873642
ENSGALG00000000560	317.243916687206	-0.692371565965694	0.531200609118079	0.000817871289945076	0.0354145506345244
ENSGALG00000000589	49.9986370856023	0.652229009209397	0.451214407163568	0.000502782071353212	0.0255257461929936
ENSGALG00000001149	19.5186415453167	1.43317097065791	0.7420782173682	0.000183488330561933	0.012586099085601
ENSGALG00000001189	39.3659163147884	1.41663467611628	0.764787726683637	0.000209924012537404	0.013829392841605
ENSGALG00000001373	164.312946999012	0.820915461090726	0.398903382045056	0.000102722282826783	0.00815059670061807
ENSGALG00000001486	79.5184742929808	2.08715938772997	0.653821342116862	1.2682137816332e-05	0.00177525378472526
ENSGALG00000001571	234.607315690496	0.943003650383121	0.819489015292842	0.0010793879545014	0.0441346400672035
ENSGALG00000001583	40.0318123755536	1.74225050553623	0.387412048699085	8.76075881503287e-07	0.000267914955512224
ENSGALG00000001882	49.7157847759779	1.80914019649018	0.728042586028246	5.45422092443763e-05	0.00503537792137233
ENSGALG00000001894	55.5606661341506	1.50968055529077	0.677677216288463	0.000109308157257267	0.00848960021364771
ENSGALG00000002080	231.712108919415	1.27709413882171	0.700061373376026	0.000244699576105182	0.0154160732946265
ENSGALG00000002105	18.1730714986163	1.51781109737724	0.646755528752135	9.02570334637909e-05	0.00736046107897215
ENSGALG00000002113	154.73112800042	0.957820004384614	0.78808146475649	0.000945535849375945	0.039318755617534
ENSGALG00000002192	864.354794307529	1.89577351562639	0.643664065898774	2.49461841000545e-05	0.00292948029123761
ENSGALG00000002383	11.474364548268	2.0860319052698	1.01943633893613	4.94185427821185e-05	0.00474127313397854
ENSGALG00000002570	6.74534067514717	1.01824132933836	1.11677173659107	0.000881249307259251	0.0372791313580938
