transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	978	1	1	1	0	1	1	1
AFP1_Q6	49	51	52	53	978	0.620868703505716	0.579097374031865	0.577316709175812	-0.630589840725287	1	1	1
AHRARNT_01	668	593	1514	1418	978	0.000234162495610147	0.00391450081414233	0.0395653134938229	9.8432360197556	0.0130504150540244	0.0679822767879357	0.370840989187866
AHRARNT_02	696	661	1717	1548	978	0.0476501741042823	0.0204992834215833	0.00162553073321202	15.7119428520587	0.325315386168742	0.248127930800769	0.0309971894988362
AHR_01	796	797	2162	2182	978	0.54629336515062	0.3907240329716	0.625113101985758	-1.54219634142583	1	1	1
AIOLOS_01	6	4	6	5	978	0.376637457813987	0.263808785680416	0.5	1.48468501888278	0.959818037654999	0.81603898895065	1
ALX4_01	0	0	0	0	978	1	1	1	0	1	1	1
AMYB_01	0	1	0	1	978	1	0.841592033407629	1	0	1	1	1
AP1FJ_Q2	867	845	2411	2490	978	0.0753020706511094	0.734893859024602	0.873698598082054	-5.08204519600093	0.429299433711995	1	1
AP2ALPHA_03	928	908	18109	16364	978	0.0365131762870375	0.00458864673912442	1.3833950706353e-21	34.5221517452803	0.274974377027418	0.0725006184781659	3.8250873703066e-19
AP2_Q6	860	822	9319	8658	978	0.00790911951479057	0.0141010284842905	3.83233280892711e-07	23.9293484598662	0.104136740278076	0.185663541709826	1.6302154179513e-05
AP4_01	0	0	0	0	978	1	1	1	0	1	1	1
APA1_02	2	0	2	0	978	0.249872122762148	0.0787026523773948	0.249999883807345	0	0.810006178509455	0.500259560733056	0.987247488809849
AREB6_01	862	823	2231	2169	978	0.00638683820003542	0.155988236510064	0.17864305142947	5.02374780422698	0.0882980381154897	0.632181620289068	0.859040064699976
ARNTLBHLHA15_01	0	1	0	1	978	1	0.841592033407629	1	0	1	1	1
ARNTL_01	2	3	4	6	978	0.81281993863464	0.672970147993195	0.828125571886786	-1.82829879553533	1	1	1
AR_02	705	675	1368	1278	978	0.0751190958676848	0.0969994704057688	0.0416930168217638	13.1270053391528	0.429299433711995	0.535418240066091	0.382844546666766
AR_12	0	0	0	0	978	1	1	1	0	1	1	1
ATF3_05	7	4	7	4	978	0.273835339325644	0.182323134424052	0.274413538269959	4.89965954794996	0.836635042249066	0.682643353643928	1
ATF4TEF_01	19	12	19	12	978	0.13859196735777	0.102611470822423	0.140519016619308	6.95879908003458	0.594119053867027	0.535418240066091	0.792928736637523
BACH1_01	194	196	230	257	978	0.567397969311621	0.609508258710515	0.897793159509816	-5.07357968162326	1	1	1
BATF3_01	0	0	0	0	978	1	1	1	0	1	1	1
BATFJUN_01	32	31	38	35	978	0.499999999999999	0.446113348517094	0.407559070902834	0.960585508316281	1	1	1
BATF_04	1	1	1	1	978	0.750127877237852	0.500288514255494	0.750000116192655	0	1	1	1
BCL11A_03	63	55	67	57	978	0.25317593699817	0.22109669439746	0.209530157059279	2.97927827591766	0.810006178509455	0.759419080756494	0.934436910111139
BCL6_02	870	836	2795	2692	978	0.0126404530586598	0.104566310898983	0.0839822260288009	5.83457061572627	0.139803410828777	0.535418240066091	0.619228946585692
BEN_02	970	962	8145	7487	978	0.0745362348189222	0.000125749814407805	6.64649338640633e-08	21.1334420811699	0.429299433711995	0.0139079294735032	4.08390093631411e-06
BMAL1_Q6	311	293	376	359	978	0.202707996050888	0.211044451216784	0.277519568417163	2.68691862872307	0.754964890954376	0.743360391865488	1
BRACH_01	0	0	0	0	978	1	1	1	0	1	1	1
BRN3B_01	3	4	3	4	978	0.773857742279839	0.647631142466056	0.77343788125768	-1.58335982591123	1	1	1
BTEB3_Q5	942	927	11736	11428	978	0.0621080806904891	0.00105241985460002	0.0212756261649974	24.8709613843762	0.394778949676327	0.036374261224613	0.24511294310924
