transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	617	1	1	1	0	1	1	1
AFP1_Q6	33	40	36	41	617	0.83278541130109	0.796000076269933	0.75281500605627	-2.79117930811719	1	1	1
AHRARNT_01	431	377	968	878	617	0.000746174526733126	0.00173475974415461	0.0190783970229358	11.439497895796	0.0266470722795328	0.0564307140304412	0.215313337830275
AHRARNT_02	455	436	1069	1036	617	0.126346932307197	0.195356531674383	0.242590250908859	1.44196341284656	0.612893452332279	0.831016630891798	1
AHR_01	520	480	1386	1309	617	0.0022777570736195	0.0189094977985427	0.0713944440221744	9.26973153305814	0.0535079446551065	0.243184936804514	0.584653393995758
AIOLOS_01	5	3	5	3	617	0.362836092200537	0.239302535069306	0.363280847114177	3.91677054585445	1	0.88222867928884	1
ALX4_01	0	1	0	1	617	1	0.841736601235672	1	0	1	1	1
AMYB_01	0	2	0	2	617	1	0.921602571008796	1	0	1	1	1
AP1FJ_Q2	563	540	1576	1610	617	0.0208572204994783	0.658717572006257	0.732632868834794	-3.28733968620151	0.20235163045985	1	1
AP2ALPHA_03	594	567	11205	10332	617	0.000770982199769485	0.0138639416864701	1.04682218188203e-09	23.1613702321722	0.0266470722795328	0.230172800367851	1.44723166645191e-07
AP2_Q6	541	513	5739	5418	617	0.0146170262160195	0.0214771304556035	0.00117408667208314	15.2749562384671	0.168400322863724	0.254183707240634	0.0249719203716144
AP4_01	0	0	0	0	617	1	1	1	0	1	1	1
APA1_02	2	0	2	0	617	0.249797242497973	0.078733684327829	0.249999815824234	0	0.920835830107994	0.506276339500865	1
AREB6_01	524	502	1366	1326	617	0.05506963138397	0.198487069050788	0.225903424557462	3.95599958203957	0.37138422140653	0.832466725572801	1
ARNTLBHLHA15_01	0	0	0	0	617	1	1	1	0	1	1	1
ARNTL_01	1	3	2	6	617	0.937804012720851	0.841835479445226	0.964844152884042	-3.56039748045949	1	1	1
AR_02	447	409	889	797	617	0.0111253011572221	0.0178868125533225	0.0132765622549142	15.1303317500022	0.136717589776529	0.243184936804514	0.185192730782211
AR_12	0	0	0	0	617	1	1	1	0	1	1	1
ATF3_05	5	2	5	2	617	0.225895578387719	0.127968172438607	0.226561895671934	6.92913558612361	0.907350565553406	0.729550508851028	1
ATF4TEF_01	11	12	11	12	617	0.662635938034913	0.583455276725784	0.66118156397356	-1.04177718963218	1	1	1
BACH1_01	129	124	156	162	617	0.388974661154072	0.395322867718759	0.652655241557777	-2.60301186280648	1	1	1
BATF3_01	0	0	0	0	617	1	1	1	0	1	1	1
BATFJUN_01	23	26	27	27	617	0.71988196249631	0.662113993021245	0.554039499355874	-1.13881780116662	1	1	1
BATF_04	2	0	2	0	617	0.249797242497973	0.078733684327829	0.249999815824234	0	0.920835830107994	0.506276339500865	1
BCL11A_03	44	42	46	43	617	0.455528842927246	0.40883193599507	0.41612615820512	0.893603323682363	1	1	1
BCL6_02	541	519	1753	1772	617	0.0428164571866603	0.339343697361416	0.632051598185514	-0.905187984261637	0.328854178114211	1	1
BEN_02	615	605	5102	4659	617	0.00622865349455922	0.00171554599883343	3.54977141946873e-06	17.6490483212551	0.0883191123715705	0.0564307140304412	0.000151001814997401
BMAL1_Q6	186	192	228	233	617	0.667218989077957	0.608452402969772	0.610049719195527	-0.996799868693496	1	1	1
BRACH_01	0	0	0	0	617	1	1	1	0	1	1	1
BRN3B_01	4	5	4	5	617	0.746895034039032	0.631173126926178	0.746094475194481	-1.41622333661664	1	1	1
BTEB3_Q5	599	578	7413	7157	617	0.00310555606452136	0.00536801190220202	0.0168334700550137	16.8241432137366	0.0636063890251967	0.109944836367323	0.20236758566136
CACCCBINDINGFACTOR_Q6	540	493	2328	2296	617	0.000186505705059915	0.0322090799978978	0.323959751962939	2.34557139872602	0.0257844137245332	0.349247475271323	1
CARF_01	3	4	3	4	617	0.774104421612281	0.647842271298486	0.773438104328066	-1.73374643146904	1	1	1
CDC5_01	83	110	94	123	617	0.985989160755914	0.980801146055814	0.97928350179207	-8.69471363736678	1	1	1
CDPCR3_01	471	458	1070	1103	617	0.214217867819788	0.682381347945526	0.767287609143833	-3.53558505775208	0.877499858550689	1	1
CDP_01	535	539	2124	2427	617	0.664059321105701	0.97891004696311	0.999996841133769	-19.2769876338874	1	1	1
CDP_Q6_01	487	485	1399	1526	617	0.472257490125882	0.840915466006681	0.99109597429211	-10.9182045294346	1	1	1
CEBPGELF1_01	54	52	58	57	617	0.459567775978296	0.423609484277491	0.5	0.502184095113076	1	1	1
CEBPG_Q6	532	532	2515	3038	617	0.532901799278063	0.994042483858358	0.999999999999114	-31.445571488649	1	1	1
CIZ_03	1	0	1	0	617	0.5	0.159047744710906	0.5	0	1	0.745367820551957	1
CLOCKFIGLA_01	89	59	107	72	617	0.00543002747524008	0.00429240678531485	0.00541735990796772	19.6204887015748	0.0793381807431719	0.0949480380911646	0.0936187509095671
CLOCKNHLH1_01	23	25	23	26	617	0.670428088556985	0.617934034854594	0.715917305797835	-2.71864289323024	1	1	1
CMYB_01	0	0	0	0	617	1	1	1	0	1	1	1
CMYC_02	348	306	849	663	617	0.00966195826238841	0.000831116246672047	9.39410364211702e-07	18.9450808827582	0.12425727718839	0.0429064794305614	5.07400332651764e-05
COE2_02	0	0	0	0	617	1	1	1	0	1	1	1
CP2_01	614	593	3864	3934	617	2.06454930411045e-05	0.65260669752911	0.789975507613086	-2.27943920714137	0.00941774818935677	1	1
CPEB1_01	406	440	1006	1258	617	0.984096670610696	0.999832248170362	0.999999950072934	-19.021614991189	1	1	1
CREB3L1_02	0	2	0	2	617	1	0.921602571008796	1	0	1	1	1
CREBP1_Q2	378	353	741	692	617	0.0821952496611637	0.0391856236559758	0.10227200350371	3.58444988783037	0.468597660439418	0.380169296171134	0.706955224219393
CRX_02	279	280	375	428	617	0.545526448426252	0.752474481016137	0.971720501569067	-9.28640522162469	1	1	1
CTCF_04	503	460	2017	1878	617	0.00191295133606427	0.034451511286106	0.0133954958974475	12.3539037215847	0.0503743851830259	0.357815601692088	0.185192730782211
CTCF_06	601	579	3409	3306	617	0.0015619402573467	0.12037018373657	0.106045819716238	5.5288913668451	0.0454606822269855	0.715749587164766	0.711546885197911
CTF1_01	494	466	1519	1418	617	0.0321454855738102	0.0203370616711761	0.0323485867277284	6.99283181069856	0.257629761193	0.249919891203564	0.319442293936318
CTIP2_01	1	1	1	1	617	0.750202757502028	0.500457389292136	0.750000184175766	0	1	1	1
CUX1HOXA13_01	3	2	3	2	617	0.5	0.327359997399242	0.5	2.74010337437321	1	1	1
CUX1HOXB13_01	9	8	9	8	617	0.5	0.403720327641563	0.5	1.32377988031427	1	1	1
CUX1NHLH1_02	0	2	0	2	617	1	0.921602571008796	1	0	1	1	1
CUX1RFX5_01	11	11	11	12	617	0.584853532887781	0.501668478907469	0.66118156397356	-1.38504867709454	1	1	1
CUX1SRF_01	1	1	1	1	617	0.750202757502028	0.500457389292136	0.750000184175766	0	1	1	1
CUX1_06	0	1	0	1	617	1	0.841736601235672	1	0	1	1	1
CUX2_02	0	0	0	0	617	1	1	1	0	1	1	1
DEAF1_02	30	31	34	33	617	0.603469449846717	0.549352227950365	0.5	0.693306968942479	1	1	1
DEC_Q1	530	480	1388	1199	617	0.000141679393860267	0.000397717786561947	0.000107260657615133	17.4400313458525	0.0257844137245332	0.0274922419960946	0.00312184966637729
