transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	978	1	1	1	0	1	1	1
AFP1_Q6	49	51	52	53	978	0.459147673307719	0.420984702011737	0.5	-0.630589840725287	1	1	1
AHRARNT_01	668	593	1514	1418	978	0.999836513798178	0.996086462755727	0.963491361304693	9.8432360197556	1	1	1
AHRARNT_02	696	661	1717	1548	978	0.961322457669873	0.979504787841037	0.998549300301616	15.7119428520587	1	1	1
AHR_01	796	797	2162	2182	978	0.5	0.609307239915606	0.386458086105062	-1.54219634142583	1	1	1
AIOLOS_01	6	4	6	5	978	0.828755686516933	0.736402990333224	0.725586461730041	1.48468501888278	1	1	1
ALX4_01	0	0	0	0	978	1	1	1	0	1	1	1
AMYB_01	0	1	0	1	978	0.5	0.158902794249874	0.5	0	1	0.828992879435664	1
AP1FJ_Q2	867	845	2411	2490	978	0.942310253046917	0.265132793850367	0.132329296419818	-5.08204519600093	1	1	0.745565348349879
AP2ALPHA_03	928	908	18109	16364	978	0.976274009492956	0.995412427129852	1	34.5221517452803	1	1	1
AP2_Q6	860	822	9319	8658	978	0.994518790993498	0.985901853869541	0.999999645171472	23.9293484598662	1	1	1
AP4_01	0	0	0	0	978	1	1	1	0	1	1	1
APA1_02	2	0	2	0	978	1	0.921509515976452	1	0	1	1	1
AREB6_01	862	823	2231	2169	978	0.995622527035488	0.844031285085345	0.82912968479135	5.02374780422698	1	1	1
ARNTLBHLHA15_01	0	1	0	1	978	0.5	0.158902794249874	0.5	0	1	0.828992879435664	1
ARNTL_01	2	3	4	6	978	0.500000000000001	0.327360253841301	0.376952839056341	-1.82829879553533	1	1	1
AR_02	705	675	1368	1278	978	0.937969068745565	0.903014776767661	0.961660028688448	13.1270053391528	1	1	1
AR_12	0	0	0	0	978	1	1	1	0	1	1	1
