transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
AEBP2_02	0	0	0	0	230	1	1	1	0	1	1	1
AFP1_Q6	10	14	10	14	230	0.265104514448976	0.201339780790481	0.27062324294487	-3.42382216531191	1	0.830902229680121	1
AHRARNT_01	170	134	393	265	230	0.999871956173	0.99983031484449	0.999999776649766	30.1133798254228	1	1	1
AHRARNT_02	167	143	399	304	230	0.993615844375211	0.993492772336168	0.999857439284737	19.9536782283866	1	1	1
AHR_01	187	184	506	472	230	0.681498052143342	0.840459777126568	0.868703592792926	7.28749704759201	1	1	1
AIOLOS_01	1	1	1	1	230	0.750544662309368	0.501227835398965	0.750000494072123	0	1	1	1
ALX4_01	0	0	0	0	230	1	1	1	0	1	1	1
AMYB_01	0	0	0	0	230	1	1	1	0	1	1	1
AP1FJ_Q2	207	203	626	601	230	0.772924642417964	0.633938499660939	0.771298664063955	2.54918878449015	1	1	1
AP2ALPHA_03	217	209	3812	3644	230	0.946214112654564	0.914658864314492	0.975685856293291	8.56444274066526	1	1	1
AP2_Q6	204	195	1994	1800	230	0.915589099385077	0.965343642393542	0.999259497490831	13.4098023361978	1	1	1
AP4_01	0	0	0	0	230	1	1	1	0	1	1	1
APA1_02	0	0	0	0	230	1	1	1	0	1	1	1
AREB6_01	197	200	530	509	230	0.393204170787481	0.562323128023239	0.752757200926285	3.14477597613827	1	1	1
ARNTLBHLHA15_01	0	1	0	1	230	0.5	0.159709587610477	0.5	0	1	0.703798758130701	1
ARNTL_01	0	0	0	0	230	1	1	1	0	1	1	1
AR_02	171	153	334	302	230	0.973994771312009	0.951506016036552	0.904814147083244	10.5419958253233	1	1	1
AR_12	0	0	0	0	230	1	1	1	0	1	1	1
ATF3_05	4	0	4	0	230	1	0.977718131712781	1	0	1	1	1
ATF4TEF_01	8	5	8	5	230	0.870033770196786	0.800767748118494	0.86658025330311	4.58357383201815	1	1	1
