query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order
query_1,TRUE,1.0520123795456e-11,112,47,10,0.212765957446809,0.0892857142857143,GO:0009615,GO:BP,response to virus,25952,4006
query_1,TRUE,3.05933406239145e-11,80,47,9,0.191489361702128,0.1125,GO:0051607,GO:BP,defense response to virus,25952,16035
query_1,TRUE,3.05933406239145e-11,80,47,9,0.191489361702128,0.1125,GO:0140546,GO:BP,defense response to symbiont,25952,23224
query_1,TRUE,7.14909603439781e-10,427,47,13,0.276595744680851,0.0304449648711944,GO:0009607,GO:BP,response to biotic stimulus,25952,3999
query_1,TRUE,1.38034480382995e-09,256,47,11,0.234042553191489,0.04296875,GO:0002252,GO:BP,immune effector process,25952,920
query_1,TRUE,9.92714544798521e-09,409,47,12,0.25531914893617,0.0293398533007335,GO:0051707,GO:BP,response to other organism,25952,16122
query_1,TRUE,1.02135762166815e-08,410,47,12,0.25531914893617,0.0292682926829268,GO:0043207,GO:BP,response to external biotic stimulus,25952,12249
query_1,TRUE,5.39641351590804e-08,262,47,10,0.212765957446809,0.0381679389312977,GO:0098542,GO:BP,defense response to other organism,25952,22106
query_1,TRUE,2.35442971747857e-07,538,47,12,0.25531914893617,0.0223048327137546,GO:0044419,GO:BP,biological process involved in interspecies interaction between organisms,25952,12841
query_1,TRUE,1.3441022016686e-05,39,47,5,0.106382978723404,0.128205128205128,GO:0048525,GO:BP,negative regulation of viral process,25952,14910
query_1,TRUE,2.42716867531311e-05,998,47,13,0.276595744680851,0.0130260521042084,GO:0009605,GO:BP,response to external stimulus,25952,3997
query_1,TRUE,2.45565457277271e-05,494,47,10,0.212765957446809,0.0202429149797571,GO:0006952,GO:BP,defense response,25952,2904
query_1,TRUE,2.48532038310149e-05,1000,47,13,0.276595744680851,0.013,GO:0002376,GO:BP,immune system process,25952,1042
query_1,TRUE,5.60403822561079e-05,19,47,4,0.0851063829787234,0.210526315789474,GO:0045071,GO:BP,negative regulation of viral genome replication,25952,13176
query_1,TRUE,0.000123936320748642,60,47,5,0.106382978723404,0.0833333333333333,GO:1903900,GO:BP,regulation of viral life cycle,25952,26912
query_1,TRUE,0.000341739918355618,494,47,9,0.191489361702128,0.0182186234817814,GO:0006955,GO:BP,immune response,25952,2907
query_1,TRUE,0.000601067659481746,82,47,5,0.106382978723404,0.0609756097560976,GO:0050792,GO:BP,regulation of viral process,25952,15389
query_1,TRUE,0.00085604346989472,88,47,5,0.106382978723404,0.0568181818181818,GO:0043903,GO:BP,regulation of biological process involved in symbiotic interaction,25952,12557
query_1,TRUE,0.000874983219307457,167,47,6,0.127659574468085,0.0359281437125748,GO:0045087,GO:BP,innate immune response,25952,13177
query_1,TRUE,0.0014206578041802,11,47,3,0.0638297872340425,0.272727272727273,GO:0002230,GO:BP,positive regulation of defense response to virus by host,25952,899
query_1,TRUE,0.00156971476815069,42,47,4,0.0851063829787234,0.0952380952380952,GO:0045069,GO:BP,regulation of viral genome replication,25952,13174
query_1,TRUE,0.00196659610013456,104,47,5,0.106382978723404,0.0480769230769231,GO:0019058,GO:BP,viral life cycle,25952,6452
query_1,TRUE,0.00245621721195859,13,47,3,0.0638297872340425,0.230769230769231,GO:0050691,GO:BP,regulation of defense response to virus by host,25952,15339
query_1,TRUE,0.00377415214670061,1549,47,13,0.276595744680851,0.00839251129761136,GO:0006950,GO:BP,response to stress,25952,2903
query_1,TRUE,0.00470128605002282,55,47,4,0.0851063829787234,0.0727272727272727,GO:0019079,GO:BP,viral genome replication,25952,6470
query_1,TRUE,0.00591030125369653,130,47,5,0.106382978723404,0.0384615384615385,GO:0002697,GO:BP,regulation of immune effector process,25952,1351
query_1,TRUE,0.00858960517632567,545,47,8,0.170212765957447,0.0146788990825688,GO:0070647,GO:BP,protein modification by small protein conjugation or removal,25952,19058
query_1,TRUE,0.0118901627935954,150,47,5,0.106382978723404,0.0333333333333333,GO:0016032,GO:BP,viral process,25952,5668
query_1,TRUE,0.0165361112356373,424,47,7,0.148936170212766,0.0165094339622642,GO:0016567,GO:BP,protein ubiquitination,25952,5874
query_1,TRUE,0.0218140200093557,170,47,5,0.106382978723404,0.0294117647058824,GO:0044403,GO:BP,biological process involved in symbiotic interaction,25952,12829
query_1,TRUE,0.0234333090368867,5372,47,23,0.48936170212766,0.00428145941921072,GO:0043170,GO:BP,macromolecule metabolic process,25952,12238
query_1,TRUE,0.0246772286583683,27,47,3,0.0638297872340425,0.111111111111111,GO:0050688,GO:BP,regulation of defense response to virus,25952,15336
