query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order
query_1,TRUE,1.43484490270111e-18,6590,332,165,0.496987951807229,0.0250379362670713,GO:0065007,GO:BP,biological regulation,25952,18687
query_1,TRUE,4.32492734472096e-18,11193,332,228,0.686746987951807,0.0203698740284106,GO:0008150,GO:BP,biological_process,25952,3550
query_1,TRUE,2.37490786906024e-16,4426,332,125,0.376506024096386,0.0282422051513782,GO:0050896,GO:BP,response to stimulus,25952,15476
query_1,TRUE,1.86259600414707e-15,10251,332,210,0.632530120481928,0.0204858062628036,GO:0009987,GO:BP,cellular process,25952,4294
query_1,TRUE,1.59479524089776e-14,6201,332,150,0.451807228915663,0.0241896468311563,GO:0050789,GO:BP,regulation of biological process,25952,15387
query_1,TRUE,4.86403991532995e-13,5914,332,142,0.427710843373494,0.0240108217788299,GO:0050794,GO:BP,regulation of cellular process,25952,15391
query_1,TRUE,3.41632060161883e-12,3853,332,106,0.319277108433735,0.0275110303659486,GO:0051716,GO:BP,cellular response to stimulus,25952,16130
query_1,TRUE,1.09420966705387e-11,427,332,31,0.0933734939759036,0.0725995316159251,GO:0009607,GO:BP,response to biotic stimulus,25952,3999
query_1,TRUE,1.73949042081064e-11,998,332,47,0.141566265060241,0.0470941883767535,GO:0009605,GO:BP,response to external stimulus,25952,3997
query_1,TRUE,5.94254649439418e-11,1549,332,59,0.177710843373494,0.0380890897353131,GO:0006950,GO:BP,response to stress,25952,2903
query_1,TRUE,1.53141914816086e-10,409,332,29,0.0873493975903614,0.0709046454767726,GO:0051707,GO:BP,response to other organism,25952,16122
query_1,TRUE,1.62920358991469e-10,410,332,29,0.0873493975903614,0.0707317073170732,GO:0043207,GO:BP,response to external biotic stimulus,25952,12249
query_1,TRUE,5.16544467498379e-10,2579,332,78,0.234939759036145,0.0302442807289647,GO:0048519,GO:BP,negative regulation of biological process,25952,14904
query_1,TRUE,9.40011414184327e-10,2347,332,73,0.219879518072289,0.0311035364294844,GO:0048523,GO:BP,negative regulation of cellular process,25952,14908
query_1,TRUE,1.6093639786638e-09,112,332,16,0.0481927710843374,0.142857142857143,GO:0009615,GO:BP,response to virus,25952,4006
query_1,TRUE,2.52245006054099e-09,5372,332,124,0.373493975903614,0.0230826507818317,GO:0043170,GO:BP,macromolecule metabolic process,25952,12238
query_1,TRUE,4.70353562866126e-09,3360,332,90,0.271084337349398,0.0267857142857143,GO:0007154,GO:BP,cell communication,25952,3074
